"Gender" "Length" "Diameter" "Height" "Weight" "Shucked" "Viscera" "Shell"
"2909" "F" 0.58 0.45 0.17 0.9705 0.4615 0.232 0.248
"4031" "M" 0.435 0.325 0.1 0.366 0.174 0.0725 0.109
"1491" "F" 0.605 0.485 0.16 1.201 0.417 0.2875 0.38
"1870" "M" 0.525 0.4 0.145 0.6095 0.248 0.159 0.175
"3635" "M" 0.36 0.265 0.085 0.1895 0.0725 0.0515 0.055
"1306" "F" 0.54 0.42 0.145 0.8655 0.4315 0.163 0.2175
"1743" "F" 0.68 0.51 0.2 1.6075 0.714 0.339 0.4705
"3899" "F" 0.565 0.46 0.15 0.8765 0.3455 0.1925 0.275
"1683" "M" 0.62 0.49 0.16 1.066 0.446 0.246 0.305
"4112" "M" 0.515 0.4 0.14 0.7165 0.3495 0.1595 0.1785
"4154" "M" 0.43 0.315 0.115 0.384 0.1885 0.0715 0.11
"2040" "M" 0.285 0.215 0.07 0.1075 0.051 0.0225 0.027
"3672" "M" 0.595 0.47 0.135 0.9365 0.434 0.184 0.287
"2448" "M" 0.275 0.205 0.08 0.096 0.036 0.0185 0.03
"2101" "M" 0.37 0.29 0.1 0.25 0.1025 0.0505 0.085
"3097" "F" 0.53 0.395 0.115 0.5685 0.249 0.1375 0.161
